Rs_Sm3Sm3	P_bar	B_aq_m3Sm3	mu_b_cP
0.404948302127925	1	1.0107183479545     0.546317410617941
0.862808341700756	2	1.01135184751812	0.548348201284286
1.7657881140327     4	1.01260004152913	0.552383299526541
2.65187098196434	6	1.01382329539738	0.556359417720431
3.52116470848168	8	1.01502176848286	0.560266709152673
4.37377651696612	10	1.01619561934752	0.564101114666449
6.43302048176384	15	1.01902355625035	0.573357912499265
8.3903111565022     20	1.02170101836831	0.58213959527028
12.0054095735917	30	1.0266139484041     0.59829507886178
15.2312443606314	40	1.03095241004855	0.612632389369133
18.0786638634536	50	1.03473244533595	0.6252297061872
20.5563625486404	60	1.03796691070894	0.636157647741353
22.6693674656374	70	1.04066323848568	0.645468325920984
24.4158287081093	80	1.04281868993044	0.653180562562466
25.778933237032     90	1.04440839574297	0.659245759173775
26.7164363166637	100	1.04536987298116	0.663504234636488
27.0431216939293	105	1.04564095851559	0.665033906605669
27.3211244893801	110	1.04584035089206	0.666358407635866
27.5709149273584	115	1.04599832537811	0.667563989898609
27.8018912879623	120	1.04612878176108	0.668690248511445
28.0190548141733	125	1.04623911658122	0.669758256055096
28.2254337139288	130	1.04633380824718	0.670780773523131
28.4230335469422	135	1.04641582266461	0.671766253494146
28.613269801094     140	1.04648725301961	0.672720662289422
28.797189547325     145	1.04654964760775	0.673648413731396
28.975595689954     150	1.04660419360123	0.674552892616032
29.1491216133469	155	1.04665182745172	0.675436769231867
29.3182785526403	160	1.04669330495204	0.676302198971866
29.4834870159736	165	1.04672924770985	0.677150954752912
29.6450984021554	170	1.04676017512027	0.677984518124707
29.8034103346024	175	1.04678652704495	0.678804143900766
29.9586778241745	180	1.04680868032194	0.679610907212293
30.111121578969     185	1.04682696105592	0.680405738538385
30.2609343114143	190	1.04684165394647	0.681189450295632
30.4082856074252	195	1.04685300948956	0.681962757366958
30.5533257423762	200	1.04686124962138	0.682726293191145
30.6961887119717	205	1.04686657220106	0.68348062254281
30.8369946685674	210	1.04686915461398	0.684226251805975
30.9758519008301	215	1.04686915669967	0.684963637322386
31.1128584581416	220	1.04686672315439	0.685693192242057
31.2481034954061	225	1.04686198552003	0.686415292194914
31.3816683954742	230	1.04685506384423	0.687130280024791
31.513627712967     235	1.04684606807626	0.687838469770251
31.644049973386     240	1.04683509924897	0.68854015003524
31.7729983539983	245	1.04682225048575	0.689235586861107
31.9005312674043	250	1.04680760786367	0.689925026188252
32.1515634697259	260	1.04677325448276	0.691286808047746
32.3975360994482	270	1.0467326126961     0.692627134989761
32.6387884983655	280	1.04668618189121	0.693947434699161
32.8756186734099	290	1.04663440033134	0.695248960474496
33.1082902042056	300	1.04657765537169	0.696532820371113
33.1082902042056	350	1.04459103953125	0.698106834289576
33.1082902042056	450	1.04070545470426	0.70121412380272
