Rs_Sm3Sm3           P_bar	B_aq_m3Sm3      mu_b_cP
0.113620588605371	1	1.02349122228585	0.435642646395317
0.322207959153644	2	1.02376703055735	0.4363517200426
0.526588261499984	3	1.02403656186247	0.437053033121375
0.727885830161436	4	1.02430149550212	0.437747432957382
0.926580711025829	5	1.02456254857383	0.438435396098567
1.1229423905725     6	1.02482012370956	0.439117216745554
1.31714480254811	7	1.02507448083121	0.439793097508772
1.50931035675822	8	1.02532580290601	0.440463189205625
1.69953048155191	9	1.02557422662644	0.441127610609852
1.88787650990816	10	1.02581985866873	0.441786459293289
3.67749416801105	20	1.02813645438558	0.448082894935264
5.31254690194489	30	1.03022306907764	0.453879231712693
6.80630433203088	40	1.03209962160148	0.459207863171157
8.16749998119422	50	1.0337792401487     0.464094861112292
9.40311797796961	60	1.03527242689884	0.468563221318698
10.5192562538866	70	1.03658834895422	0.472633985083886
11.5215219651442	80	1.03773543017219	0.476326875191783
12.4152986931754	90	1.03872175113368	0.479660880164643
13.2060294750627	100	1.03955547234143	0.482655045692241
13.8996284468863	110	1.04024544891583	0.485329760021915
14.503121698314     120	1.04080218679565	0.487708826130815
15.0254726752882	130	1.04123907383258	0.489822158423572
15.2596946957293	135	1.04141775986531	0.490790667970175
15.4780736875753	140	1.04157311286697	0.491707404365853
15.6822844840777	145	1.04170763119076	0.492577866546446
15.8739751661894	150	1.04182377298995	0.493407458229714
16.0546960565823	155	1.0419238503985     0.494201257537883
16.2258505392222	160	1.0420099562559     0.49496385781222
16.3886719944037	165	1.04208392976594	0.495699293527263
16.5442224265803	170	1.04214735449131	0.496411036813389
16.6934048943182	175	1.04220157691841	0.497102038820498
16.8369825043862	180	1.0422477348011     0.497774792317259
16.9755990083093	185	1.04228678788742	0.498431399364315
17.1097982512968	190	1.04231954693026	0.499073635120389
17.240041272744     195	1.04234669919309	0.49970300389282
17.3667207557185	200	1.04236883000051	0.50032078646931
17.4901729669337	205	1.04238644054539	0.500928079211278
17.6106875064067	210	1.04239996242904	0.501525825964088
17.7285152257214	215	1.04240976946982	0.50211484396537
17.843874650732     220	1.04241618728132	0.502695844854381
17.9569571983204	225	1.04241950105198	0.503269451732699
18.067931426599     230	1.04241996188327	0.50383621306096
18.1769465118832	235	1.04241779197472	0.504396614025204
18.284135106612     240	1.04241318888578	0.504951085877826
18.3896157004077	245	1.04240632905667	0.505500013653213
18.4934945809111	250	1.04239737073247	0.506043742574436
18.5958674708448	255	1.04238645640434	0.506582583401234
18.6968209019163	260	1.04237371485827	0.50711681691758
18.7964333737719	265	1.04235926290334	0.507646697716606
18.8947763364928	270	1.04234320683684	0.508172457408749
18.9919150275049	275	1.04232564369227	0.508694307354131
19.0879091877734	280	1.0423066623073     0.509212441000474
19.4614751859895	300	1.04221809231252	0.511251159776835
19.8204337240936	320	1.04211233570514	0.513242394335673
20.1669504646925	340	1.04199260629204	0.515193126917186
20.5026846277064	360	1.04186136280188	0.517108692389206
20.8289398774304	380	1.04172053388697	0.518993269988849
21.1467622700577	400	1.04157166418215	0.520850202356076
21.9096807099195	450	1.04117205063165	0.525388303007463
22.6348066923399	500	1.04074409340824	0.529800896843809
                	550	1.03926361979405	0.531813653289235
                	650	1.03638523634233	0.53579314700151
