SGAS	KRG	KRWG	PCOG
0	0	1	0
0.001	3.26176633309243e-09	0.994778475330511	0
0.0289655172413793	5.58489248516685e-05	0.85707939350265	0
0.0579310344827586	0.000415707789900001	0.730476050545839	0
0.0868965517241379	0.00134506378341158	0.618829291819989	0
0.115862068965517	0.00309429352565914	0.520846950893972	0
0.144827586206897	0.0059048632056644	0.435304360268083	0
0.173793103448276	0.0100118935890285	0.36104331352782	0
0.202758620689655	0.0156455923471355	0.296971002042367	0
0.231724137931034	0.0230321698451677	0.242058924480207	0
0.260689655172414	0.0323944746698451	0.195341767215383	0
0.289655172413793	0.0439524599517018	0.155916253465874	0
0.318620689655172	0.0579235397229235	0.122939958732902	0
0.347586206896552	0.0745228698253926	0.0956300897871943	0
0.376551724137931	0.0939635748398646	0.0732622240628165	0
0.40551724137931	0.116456935090125	0.0551690058548494	0
0.43448275862069	0.142212543303802	0.0407387951518608	0
0.463448275862069	0.171438437684625	0.0294142642379929	0
0.492413793103448	0.204341216293123	0.0206909363311142	0
0.521379310344828	0.24112613637128	0.0141156594242741	0
0.550344827586207	0.281997201365868	0.00928500708279526	0
0.579310344827586	0.327157237775264	0.00584359609245748	0
0.608275862068966	0.376807963484449	0.00348230836150137	0
0.637241379310345	0.4311500489106	0.00193640104173167	0
0.666206896551724	0.490383172022796	0.000983483937524916	0
0.695172413793103	0.554706068100677	0.00044133601203936	0
0.724137931034483	0.624316574942397	0.000165521476855315	0
0.753103448275862	0.699411674110612	4.67470703060943e-05	0
0.782068965517241	0.780187528708539	7.86758565187849e-06	0
0.811034482758621	0.866839518100361	3.73962975473878e-07	0
0.839	0.95625783301558	1.40581485653036e-13	0
0.84	0.959562269927305	3.69046432541091e-73	0
NaN	NaN	NaN	NaN
0	0	1	0
0.001	5.53043420343041e-09	0.993736702622569	0
0.0241379310344828	5.58489248516685e-05	0.85707939350265	0
0.0482758620689655	0.000415707789899997	0.73047605054584	0
0.0724137931034483	0.00134506378341158	0.618829291819989	0
0.096551724137931	0.00309429352565914	0.520846950893972	0
0.120689655172414	0.00590486320566438	0.435304360268084	0
0.144827586206897	0.0100118935890285	0.361043313527821	0
0.168965517241379	0.0156455923471355	0.296971002042367	0
0.193103448275862	0.0230321698451677	0.242058924480207	0
0.217241379310345	0.0323944746698451	0.195341767215383	0
0.241379310344828	0.0439524599517018	0.155916253465874	0
0.26551724137931	0.0579235397229234	0.122939958732902	0
0.289655172413793	0.0745228698253925	0.0956300897871945	0
0.313793103448276	0.0939635748398645	0.0732622240628165	0
0.337931034482759	0.116456935090125	0.0551690058548494	0
0.362068965517241	0.142212543303802	0.0407387951518609	0
0.386206896551724	0.171438437684625	0.0294142642379929	0
0.410344827586207	0.204341216293123	0.0206909363311142	0
0.43448275862069	0.24112613637128	0.0141156594242741	0
0.458620689655172	0.281997201365868	0.00928500708279528	0
0.482758620689655	0.327157237775264	0.00584359609245748	0
0.506896551724138	0.376807963484449	0.00348230836150138	0
0.531034482758621	0.4311500489106	0.00193640104173167	0
0.555172413793103	0.490383172022796	0.000983483937524921	0
0.579310344827586	0.554706068100677	0.000441336012039361	0
0.603448275862069	0.624316574942397	0.000165521476855316	0
0.627586206896552	0.699411674110612	4.67470703060946e-05	0
0.651724137931034	0.780187528708539	7.86758565187852e-06	0
0.675862068965517	0.866839518100361	3.73962975473884e-07	0
0.699	0.955597840958594	3.13275212721225e-13	0
0.7	0.959562269927305	1.73018199979827e-71	0
