1.0	11509.99871189784	-6.588332987917261
2.0	11515.698440168746	-3.877971915746457
3.0	11512.212005317953	-18.41162605765965
4.0	11521.576264820013	-38.65896622765359
5.0	11537.042076729673	-9.828501975910816
6.0	11529.724658585992	-57.02371357278721
7.0	11555.463732458062	-13.03943504006505
8.0	11537.794123786078	-75.32118629581585
9.0	11546.488573825141	-66.33842172966736
10.0	11549.898321586203	-102.76739538036499
11.0	11555.02604057444	-105.9700504749777
12.0	11557.087402284853	-90.89795439899171
13.0	11566.037251986367	-139.36234082642474
14.0	11571.164970974603	-142.56499592103603
15.0	11575.199703574646	-151.71373228255206
16.0	11579.234436174687	-160.8624686440678
17.0	11658.245365924575	-27.51968498579663
18.0	11586.210914986577	-185.1060226340002
19.0	11591.338633974812	-188.30867772861282
20.0	11595.373366574853	-197.45741409012615
21.0	11594.392784640268	-176.06692653222612
22.0	11603.44283177494	-215.75488681316276
23.0	11715.591201742614	-35.77501254859817
24.0	11611.512296975021	-234.05235953619425
25.0	11615.547029575066	-243.20109589771263
26.0	11619.581762175105	-252.34983225922596
27.0	11623.588358716603	-261.5179634288583
28.0	11618.866653324605	-230.67525076746824
29.0	11631.68595997523	-279.7960413437734
30.0	11635.72069257527	-288.94477770528914
31.0	11789.923376910307	-46.16703864485074
32.0	11642.697171387159	-313.18833169521594
33.0	11647.824890375397	-316.39098678983174
34.0	11651.859622975438	-325.5397231513475
35.0	11655.894355575476	-334.68845951285834
36.0	11659.929088175517	-343.83719587437434
37.0	11663.963820775563	-352.98593223589006
38.0	11667.998553375603	-362.1346685974034
39.0	11672.033285975645	-371.2834049589169
40.0	11885.799414383995	-58.88549830265159
41.0	11687.079229987614	-413.82443167188694
42.0	11696.241681575892	-426.1758231280141
43.0	11700.276414175934	-435.3245594895325
44.0	11708.319980230348	-453.639081791783
45.0	11712.354712830389	-462.78781815329904
46.0	11719.357090787946	-487.01432256400653
47.0	11724.484809776186	-490.2169776586175
48.0	11728.519542376227	-499.3657140201335
49.0	11732.554274976268	-508.5144503816493
50.0	11736.593854501863	-517.6241904114803
51.0	11979.694939742849	-526.9605874355988
52.0	11743.21427331456	-542.0647291083646
53.0	11505.05730024496	-2.710361072170804
54.0	11522.608368389898	-16.954472707970126
55.0	11517.471518156957	-29.069174924434805
56.0	11525.746594784016	-47.80320760126303
57.0	11533.759391186037	-66.17244993430285
58.0	11545.86358898616	-93.61865901884693
59.0	11562.002519386326	-130.21360446490687
60.0	11582.176182386536	-175.95728627248695
61.0	11606.384577986782	-230.8497044415781
62.0	11638.662438787114	-304.0395953337002
63.0	11683.044497387576	-404.67569531036884
64.0	11739.563908085	-532.7433828198151
65.0	12167.858266224523	-510.6369889168854
66.0	12222.57304450946	-457.44732501563186
67.0	12688.628143629232	-475.78609182969404
68.0	12801.45795135755	-385.22028238251005
69.0	13239.751393126453	-461.4486675491208
70.0	13391.247950363964	-368.65381269160315
71.0	14154.177931675158	-462.5423565524223
72.0	14452.243580163791	-469.43722339677805
73.0	14748.422319593557	-465.9968073042622
74.0	14896.82849966991	-371.39303947312834
75.0	15206.379345588537	-372.78643908649104
76.0	15963.436662942504	-468.17459753744015
77.0	16260.86807385257	-476.32967650908023
78.0	16558.53215783717	-471.2297353309429
79.0	16708.436963984594	-375.2804320934697
80.0	25589.771275834075	-506.43568241967904
81.0	25903.069501456735	-507.66825453370166
82.0	26057.845413882664	-406.92413877336156
83.0	26594.574590423083	-498.191146519135
84.0	26992.221691788578	-106.90606827825347
85.0	26996.558499447565	-513.7000216089496
86.0	27436.475137618156	-493.1389316345483
87.0	27892.281790814017	-409.35937839402595
88.0	28611.40706636809	-414.8086227370232
89.0	28830.27484535555	-516.7310250828609
90.0	29314.936328647967	-413.3839709162057
91.0	29748.749014119396	-414.7256195734335
92.0	30218.027656288847	-501.2314282766624
93.0	30631.649471379704	-105.32474895167252
94.0	30682.582410026458	-522.7336658395612
95.0	31171.48588190833	-418.75056554511656
96.0	31633.07655919898	-507.6638502451274
97.0	32086.8733194502	-106.52908368899323
98.0	32104.95738938996	-527.9629465485651
99.0	32580.76259148854	-511.613234367489
100.0	33048.98414681666	-517.4177323647399
101.0	33511.89516302677	-518.6361875893034
102.0	33918.046281887575	-107.62429260784363
103.0	35384.65365790718	-524.2471756095669
104.0	37732.10327694127	-531.524420474846
105.0	44843.743062951624	-565.2790583612607
106.0	44878.70118862537	-107.62068175654122
107.0	41173.35158923275	-111.98055937909278
108.0	39000.87342566561	-110.87629159914893
109.0	44465.68474849547	-113.62022288348574
110.0	28430.204526273472	-104.4341709479583
111.0	20076.228553037534	-105.10415738913677
112.0	26246.106655424504	-100.9028236615098
113.0	26614.112372154497	-92.54118107262184
114.0	27385.226014124433	-85.1020874994744
115.0	27627.823636873756	-85.1020874994744
116.0	28093.960808414846	-205.01492463656825
117.0	34326.59282078272	-91.6014792246521
118.0	34569.19044353204	-91.6014792246521
119.0	28263.401304391376	-309.44909558452656
120.0	34976.557485925	-108.3254772849347
121.0	29083.418752938578	-311.0452761176788
122.0	35362.35107403394	-93.42177214940118
123.0	29533.122110557277	-207.0273976224098
124.0	36145.88982222961	-216.6928603899481
125.0	29994.413346240213	-85.1641600460013
126.0	36430.965195141085	-107.77608170220144
127.0	30237.010968989533	-85.1641600460013
128.0	36811.859854908915	-109.83278001291183
129.0	30972.283412699708	-209.03987060825133
130.0	37197.297741529874	-108.94818149799055
131.0	31442.31111785733	-87.57163604278321
132.0	37602.817059080124	-93.99077372854178
133.0	31684.908740606654	-87.57163604278321
