SGAS	KRG	KRWG	PCOG
0	0	1	0
0.001	5.45061447257394e-06	0.995465207049835	0.0217458780192116
0.0258620689655172	0.00147498389393723	0.887328008342564	0.0217647191649267
0.0517241379310345	0.00486524375033857	0.783935124882821	0.0222468876282899
0.0775862068965517	0.00977914312214355	0.689358670098539	0.0227783033884352
0.103448275862069	0.0160480374379029	0.6031428813291	0.0233432030307221
0.129310344827586	0.0235658352909276	0.524839069558613	0.0239451104832177
0.155172413793103	0.0322565657525072	0.454005786125902	0.0245880816998936
0.181034482758621	0.0420618114903073	0.390209000427325	0.0252768114174409
0.206896551724138	0.0529345535031851	0.333022289843971	0.026016767117523
0.232758620689655	0.064835718272214	0.282027043324747	0.0268143587406984
0.258620689655172	0.0777320575105704	0.236812680300283	0.0276771559400777
0.28448275862069	0.0915947585104677	0.196976886901683	0.0286141693677716
0.310344827586207	0.106398487183379	0.162125871829063	0.0296362194326969
0.336206896551724	0.122120702946811	0.131874644679921	0.0307564264140992
0.362068965517241	0.138741152579559	0.105847320137417	0.0319908718511974
0.387931034482759	0.156241486466462	0.0836774521771053	0.0333595063138522
0.413793103448276	0.174604961224949	0.0650084034401109	0.0348874192267479
0.439655172413793	0.193816204946014	0.049493756233053	0.0366066536512863
0.46551724137931	0.213861028868987	0.0367977733885844	0.038558863989356
0.491379310344828	0.234726274177905	0.0265959196695909	0.0407993188314344
0.517241379310345	0.256399685826234	0.0185754578676022	0.0434031293913535
0.543103448275862	0.27886980748133	0.0124361388007902	0.0464753195556941
0.568965517241379	0.302125893196897	0.00789101204630134	0.0501678696071916
0.594827586206897	0.326157832496758	0.00466739625180153	0.0547102156777703
0.620689655172414	0.350956086328928	0.00250806778928943	0.0604677506076486
0.646551724137931	0.376511631918039	0.00117276181974098	0.0680644949589891
0.672413793103448	0.402815914967686	0.000440148201093348	0.0786729149687109
0.698275862068966	0.429860807983806	0.000110594639371087	0.0948251189287657
0.724137931034483	0.457638573734279	1.04293762396888e-05	0.1233743349705
0.749	0.485026309809663	1.60672242293905e-10	0.193474800513833
0.75	0.486141833048333	0	1.5980445612661
NaN	NaN	NaN	NaN
0	0	1	0
0.001	5.58730297787317e-06	0.994036190700407	2.81253387736392
0.0196551724137931	0.000942599798520138	0.887328008342564	2.83547275113649
0.0393103448275862	0.00310917142734283	0.783935124882821	2.914684897774
0.0589655172413793	0.00624943660369514	0.689358670098539	3.0571361732472
0.0786206896551724	0.0102556217174902	0.6031428813291	3.26698223724772
0.0982758620689655	0.0150599282395503	0.524839069558613	3.54729394423944
0.117931034482759	0.0206138063637452	0.454005786125902	3.90053665388924
0.137586206896552	0.0268799240446778	0.390209000427325	4.32878345454683
0.157241379310345	0.0338282334281403	0.333022289843971	4.83383051328596
0.176896551724138	0.0414337642814277	0.282027043324747	5.41726709615308
0.196551724137931	0.0496752690312005	0.236812680300283	6.0805214917345
0.216206896551724	0.0585343346950078	0.196976886901683	6.82489286565194
0.235862068965517	0.0679947713287836	0.162125871829062	7.65157431735244
0.25551724137931	0.0780421741999717	0.131874644679921	8.56167013826178
0.275172413793103	0.0886636003318348	0.105847320137417	9.55620908505066
0.294827586206897	0.0998473232617152	0.0836774521771054	10.6361548197381
0.31448275862069	0.111582643002241	0.0650084034401108	11.8024142777601
0.334137931034483	0.123859736016768	0.049493756233053	13.0558444840512
0.353793103448276	0.136669534868695	0.0367977733885843	14.3972581826519
0.373448275862069	0.1500036303155	0.0265959196695909	15.8274285430655
0.393103448275862	0.163854190675468	0.0185754578676021	17.3470931369662
0.412758620689655	0.178213894691136	0.0124361388007902	18.9569573303204
0.432413793103448	0.193075875082899	0.00789101204630135	20.6576972014109
0.452068965517241	0.208433670673216	0.00466739625180154	22.4499620701592
0.471724137931035	0.22428118545757	0.00250806778928943	24.334376705618
0.491379310344828	0.240612653361988	0.00117276181974098	26.311543264626
0.511034482758621	0.257422607697576	0.000440148201093349	28.3820430040681
0.530689655172414	0.274705854526764	0.000110594639371087	30.5464378010724
0.550344827586207	0.292457449311873	1.04293762396888e-05	32.8052715091624
0.569	0.309734814114143	4.09219299591018e-10	35.0370154787741
0.57	0.310672676337082	0	35.1590711734169
